	simple_id	supplier_id	seq_depth	subset	exclude	genus	species	callset202103	callset202103_malawi2perspecies	calset202106_GWAS	sex	clade	location	sublocation	undescribed	source	seq_source	notes	calcua_read_location	read_type	calcua_alignment_location_fAstCal1.2	study	study_id	change_history	taxonomic_uncertainty	full_name
ILBCDS6101020	DipWhi1	2004-342	16.22	1.0		Diplotaxodon	sp-bigeye-white-dorsal	1.0	1.0	1.0	U	Diplo	Chipoka		1.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS6101020/ILBCDS6101020.cram	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	species:sp-similis-white-back;supplier_id:342A;		Diplotaxodon_sp-bigeye-white-dorsal
ILBCDS6101005	RhaWoo2	2004-397b	14.61	1.0		Rhamphochromis	sp-roman-nose	1.0	0.0	1.0	U	Rhampho	Nkhata_Bay		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS6101005/ILBCDS6101005.cram	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	species:woodi;supplier_id:397b;		Rhamphochromis_sp-roman-nose
ILBCDS5879580	PlaLon1	41A	16.29	1.0		Placidochromis	longimanus	1.0	1.0	1.0	U	Shallow	Chia_Lagoon		0.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879580/ILBCDS5879580.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Placidochromis_longimanus
ILBCDS5879581	PlaLon2	41B	5.9	1.0		Placidochromis	longimanus	1.0	1.0	1.0	U	Shallow	Chia_Lagoon		0.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879581/ILBCDS5879581.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Placidochromis_longimanus
ILBCDS5879582	PlaLon3	41C	5.76	1.0		Placidochromis	longimanus	1.0	0.0	1.0	U	Shallow	Chia_Lagoon		0.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879582/ILBCDS5879582.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Placidochromis_longimanus
ILBCDS5879583	PlaLon4	41D	5.73	1.0		Placidochromis	longimanus	1.0	0.0	1.0	U	Shallow	Chia_Lagoon		0.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879583/ILBCDS5879583.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Placidochromis_longimanus
ILBCDS5879584	PlaLon5	41E	5.71	1.0		Placidochromis	longimanus	1.0	0.0	1.0	U	Shallow	Chia_Lagoon		0.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879584/ILBCDS5879584.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Placidochromis_longimanus
ILBCDS6101019	RhaKin1	92E	15.61	1.0		Rhamphochromis	sp-Kingiri-brevis	1.0	1.0	1.0	U	Rhampho	Lake_Kingiri		1.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS6101019/ILBCDS6101019.cram	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	species:sp-Kingiri-brevis;		Rhamphochromis_sp-Kingiri-brevis
cichlid7050797	RhaChi1	A3A	16.85	1.0		Rhamphochromis	sp-Chilingali	1.0	0.0	1.0	U	Rhampho			1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050797/fAstCal1.2/cichlid7050797.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-Chilingali;		Rhamphochromis_sp-Chilingali
cichlid7050798	RhaChi2	A3B	17.07	1.0		Rhamphochromis	sp-Chilingali	1.0	0.0	1.0	U	Rhampho			1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050798/fAstCal1.2/cichlid7050798.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-Chilingali;		Rhamphochromis_sp-Chilingali
ILBCDS5438975	LetLon3	A64	16.24	1.0		Lethrinops	sp-longimanus-red-head	1.0	1.0	1.0	M	Deep	Southeast_arm		0.0	130425.samples	sanger	readhead	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438975/ILBCDS5438975_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438975/ILBCDS5438975_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438975/ILBCDS5438975_2.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	species:longimanus;		Lethrinops_sp-longimanus-red-head
ILBCDS5438979	AltGeo1	A65	18.02	1.0		Alticorpus	geoffreyi	1.0	1.0	1.0	M	Deep	Southeast_arm		0.0	130425.samples	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438979/ILBCDS5438979_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438979/ILBCDS5438979_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438979/ILBCDS5438979_2.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Alticorpus_geoffreyi
ILBCDS5879549	AulGld1	A66	18.36	1.0		Aulonocara	sp-gold	1.0	1.0	1.0	M	Deep	Southeast_arm		1.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879549/ILBCDS5879549.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	species:sp-gold;		Aulonocara_sp-gold
ILBCDS5438976	CopQua1	A74	15.34	1.0		Copadichromis	quadrimaculatus	1.0	1.0	1.0	M	Utaka	Southeast_arm		0.0	130425.samples	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438976/ILBCDS5438976_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438976/ILBCDS5438976_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438976/ILBCDS5438976_2.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Copadichromis_quadrimaculatus
ILBCDS5438977	CopVir12	A75	17.39	1.0		Copadichromis	sp-virginalis-kajose	0.0	0.0	0.0	M	Utaka	Southeast_arm		0.0	130425.samples	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438977/ILBCDS5438977.cram	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	species:virginalis;		Copadichromis_sp-virginalis-kajose
ILBCDS5438978	LetOli1	A77	15.07	1.0		Lethrinops	sp-oliveri	1.0	1.0	1.0	M	Deep	Southeast_arm		1.0	130425.samples	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438978/ILBCDS5438978_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438978/ILBCDS5438978_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438978/ILBCDS5438978_2.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	species:sp-oliveri;		Lethrinops_sp-oliveri
ILBCDS5422001	LetGos4	A79	16.01	1.0		Lethrinops	gossei	1.0	0.0	1.0	M	Deep	Southeast_arm		0.0	130425.samples	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5422001/ILBCDS5422001_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5422001/ILBCDS5422001_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5422001/ILBCDS5422001_2.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Lethrinops_gossei
ILBCDS5879557	AulYel1	A80	16.73	1.0		Aulonocara	sp-malembo-orange	1.0	1.0	1.0	M	Deep	Southeast_arm		1.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879557/ILBCDS5879557.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	species:sp-yellow;		Aulonocara_sp-malembo-orange
ILBCDS5879558	AulMin1	A81	16.41	1.0		Aulonocara	stonemani	1.0	1.0	1.0	M	Deep	Southeast_arm		1.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879558/ILBCDS5879558.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	species:sp-minutus;		Aulonocara_stonemani
ILBCDS6101028	PalTok1	2004-A83	17.31	1.0		Pallidochromis	tokolosh	1.0	1.0	1.0	U	Diplo	Southeast_arm		0.0		sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS6101028/ILBCDS6101028.cram	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	supplier_id:A83;		Pallidochromis_tokolosh
ILBCDS5421980	BucRho4	A91	18.51	1.0		Buccochromis	rhoadesii	1.0	0.0	1.0	M	Shallow	Lake_Masoko		0.0	130425.samples	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421980/ILBCDS5421980_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421980/ILBCDS5421980_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421980/ILBCDS5421980_2.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Buccochromis_rhoadesii
ILBCDS5421981	MylAna4	A95	16.42	1.0		Mylochromis	anaphyrmus	1.0	0.0	1.0	M	Shallow	Southeast_arm		0.0	130425.samples	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421981/ILBCDS5421981_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421981/ILBCDS5421981_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421981/ILBCDS5421981_2.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Mylochromis_anaphyrmus
ILBCDS5421985	TrePla17	A96	13.22	1.0		Trematocranus	placodon	1.0	0.0	1.0	M	Shallow	Southeast_arm		0.0	130425.samples	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421985/ILBCDS5421985_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421985/ILBCDS5421985_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421985/ILBCDS5421985_2.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Trematocranus_placodon
cichlid7050805	RhaChi9	aqm	17.61	1.0		Rhamphochromis	sp-Chilingali	1.0	1.0	1.0	U	Rhampho			1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050805/fAstCal1.2/cichlid7050805.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-Chilingali;		Rhamphochromis_sp-Chilingali
ILBCDS5438973	AulStu2	AULF	45.86	1.0		Aulonocara	stuartgranti	1.0	1.0	1.0	M	Deep	Usisya		0.0	130425.samples	sanger	A. stuartgranti trio father	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438973/ILBCDS5438973_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438973/ILBCDS5438973_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438973/ILBCDS5438973_2.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438973/ILBCDS5438973_3.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438973/ILBCDS5438973_4.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438973/ILBCDS5438973_5.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438973/ILBCDS5438973_6.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438973/ILBCDS5438973_7.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438973/ILBCDS5438973_8.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Aulonocara_stuartgranti
ILBCDS5438972	AulStu1	AULM	27.76	1.0		Aulonocara	stuartgranti	1.0	0.0	1.0	F	Deep	Usisya		0.0	130425.samples	sanger	A. stuartgranti trio mother	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438972/ILBCDS5438972_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438972/ILBCDS5438972_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438972/ILBCDS5438972_2.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438972/ILBCDS5438972_3.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438972/ILBCDS5438972_4.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438972/ILBCDS5438972_5.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438972/ILBCDS5438972_6.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438972/ILBCDS5438972_7.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438972/ILBCDS5438972_8.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Aulonocara_stuartgranti
ILBCDS5438974	AulStu6	AULO	41.36	1.0		Aulonocara	stuartgranti	1.0	0.0	1.0	U	Deep	Usisya		0.0	130425.samples	sanger	A. stuartgranti offspring	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438974/ILBCDS5438974_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438974/ILBCDS5438974_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438974/ILBCDS5438974_2.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438974/ILBCDS5438974_3.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438974/ILBCDS5438974_4.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438974/ILBCDS5438974_5.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438974/ILBCDS5438974_6.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438974/ILBCDS5438974_7.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438974/ILBCDS5438974_8.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Aulonocara_stuartgranti
ILBCDS5879574	TroTro1	B16	15.42	1.0		Tropheops	tropheops	1.0	0.0	1.0	U	Mbuna	Cape_Maclear		0.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879574/ILBCDS5879574.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Tropheops_tropheops
ILBCDS5879577	PetGen15	B17	15.73	1.0		Petrotilapia	genalutea	1.0	0.0	1.0	U	Mbuna	Cape_Maclear		0.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879577/ILBCDS5879577.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Petrotilapia_genalutea
ILBCDS5879554	DipMac2	2004-303	18.57	1.0		Diplotaxodon	sp-bigeye-black-dorsal	1.0	1.0	1.0	M	Diplo	Nkhata_Bay		1.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879554/ILBCDS5879554.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	species:sp-macrops-black-dorsal;supplier_id:BBNB15;		Diplotaxodon_sp-bigeye-black-dorsal
ILBCDS5879541	BucNot3	BNO	18.04	1.0		Buccochromis	nototaenia	1.0	0.0	1.0	U	Shallow	Southeast_arm		0.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879541/ILBCDS5879541.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0	location:;		Buccochromis_nototaenia
ILBCDS5879566	FosRos2	C16	5.77	1.0		Fossorochromis	rostratus	1.0	0.0	1.0	U	Shallow	Cape_Maclear		0.0	140715.manifest	sanger		/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879566/ILBCDS5879566.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Fossorochromis_rostratus
cichlid7050804	RhaChi8	C6	17.05	1.0		Rhamphochromis	sp-Chilingali	1.0	0.0	1.0	U	Rhampho			1.0		sanger			cram	/scratch/antwerpen/grp/asvardal/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050804/fAstCal1.2/cichlid7050804.mem.crumble.cram	Malawi_cichlids_2017	4812.0	species:sp-Chilingali;		Rhamphochromis_sp-Chilingali
ILBCDS5438963	CalSal2	CALF	46.15	1.0		Astatotilapia	calliptera	1.0	1.0	1.0	M	AstCal	Salima		0.0	130425.samples	sanger	A. calliptera trio father	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438963/ILBCDS5438963_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438963/ILBCDS5438963_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438963/ILBCDS5438963_2.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438963/ILBCDS5438963_3.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438963/ILBCDS5438963_4.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438963/ILBCDS5438963_5.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438963/ILBCDS5438963_6.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438963/ILBCDS5438963_7.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438963/ILBCDS5438963_8.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Astatotilapia_calliptera
ILBCDS5438962	CalSal1	CALM	48.3	1.0		Astatotilapia	calliptera	1.0	1.0	1.0	F	AstCal	Salima		0.0	130425.samples	sanger	A. calliptera trio mother	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438962/ILBCDS5438962_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438962/ILBCDS5438962_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438962/ILBCDS5438962_2.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438962/ILBCDS5438962_3.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438962/ILBCDS5438962_4.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438962/ILBCDS5438962_5.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438962/ILBCDS5438962_6.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438962/ILBCDS5438962_7.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438962/ILBCDS5438962_8.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Astatotilapia_calliptera
ILBCDS5438964	CalSal3	CALO	44.74	1.0		Astatotilapia	calliptera	1.0	1.0	1.0	U	AstCal	Salima		0.0	130425.samples	sanger	A. calliptera trio offspring	/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438964/ILBCDS5438964_0.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438964/ILBCDS5438964_1.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438964/ILBCDS5438964_2.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438964/ILBCDS5438964_3.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438964/ILBCDS5438964_4.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438964/ILBCDS5438964_5.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438964/ILBCDS5438964_6.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438964/ILBCDS5438964_7.bam,/scratch/antwerpen/grp/asvardal/projects/cichlid/reads/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438964/ILBCDS5438964_8.bam	cram		ILB_Cichlid_diversity_sequencing_WTMGM_student_project	2430.0			Astatotilapia_calliptera
